CHEMBL_ID,smiles,index,chembl,cid
CHEMBL193697,OC(=O)c1ccccc1C(=O)c2c(O)cc(cc2O)C(=O)O[C@@H]3CCCNC[C@H]3NC(=O)c4ccc(O)cc4,964,CHEMBL193697,5327966
CHEMBL1938680,Clc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(cc3)N4CCNCC4,965,CHEMBL1938680,57401151
CHEMBL1940251,CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN(C=O)[C@@H]3c4ccc(F)cc4)n2)c5c(N)ncnc15,966,CHEMBL1940251,56834890
CHEMBL1940252,CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN([C@@H]3c4ccc(F)cc4)C(=O)C)n2)c5c(N)ncnc15,967,CHEMBL1940252,56834891
CHEMBL1940253,CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN([C@@H]3c4ccccc4)C(=O)C)n2)c5c(N)ncnc15,968,CHEMBL1940253,45139234
CHEMBL194436,Fc1cc(cc(c1)C(=O)Nc2ccc(Cl)c(COc3cccnc3)c2)N4CCOCC4,969,CHEMBL194436,656950
CHEMBL194498,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(F)F)c(C(C)C)c23)c(F)cc1F,970,CHEMBL194498,10073832
CHEMBL1945559,Cn1c2C(=O)NC3(CCNCC3)C(C#N)c2c4ccc(Cl)c(Cl)c14,971,CHEMBL1945559,54613583
CHEMBL194872,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC(F)(F)F)nn4)c(C(C)C)c23)c(F)cc1F,972,CHEMBL194872,11455031
CHEMBL1949788,COc1ccc(cc1\C=C\c2ccc(Cl)cc2)C(=O)NC[C@@H](O)CO,973,CHEMBL1949788,57325478
CHEMBL1949789,COc1ccc(cc1\C=C\c2ccc(Cl)cc2)C(=O)NC[C@H](O)CO,974,CHEMBL1949789,57325479
CHEMBL1949855,Clc1cccc2C(=O)NC=Nc12,975,CHEMBL1949855,135412869
CHEMBL195029,COc1cc(Nc2c(cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)C#N)c(Cl)cc1Cl,976,CHEMBL195029,5330437
CHEMBL195218,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(=O)(=O)C)c(C(C)C)c23)c(F)cc1F,977,CHEMBL195218,9893493
CHEMBL1952210,COc1ccc(cc1)N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]5CC[C@@H](O)C5)C2=O,978,CHEMBL1952210,9910609
CHEMBL195398,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CS(=O)(=O)C)nn4)c(C(C)C)c23)c(F)cc1F,979,CHEMBL195398,10436729
CHEMBL195437,CCCCCCCCc1ccc(O)cc1,980,CHEMBL195437,15730
CHEMBL1956069,COc1cccc(c1)C(=O)c2sc(Nc3ccc(cc3)N4CCN(CC4)C(C)C)nc2N,981,CHEMBL1956069,9933545
CHEMBL1956070,CN1CCN(CC1)c2ccc(Nc3nc(N)c(s3)C(=O)c4ccc5OCCOc5c4)cc2,982,CHEMBL1956070,9911652
CHEMBL1956071,CCn1c(nc2cncc(C(=O)N3CC[C@H](N)C3)c12)c4nonc4N,983,CHEMBL1956071,16095343
CHEMBL1957085,COc1ccc(cc1)c2ocnc2C(=O)NCc3ccncc3,984,CHEMBL1957085,56643097
CHEMBL1957190,CC(C)n1c2CCCC(=O)c2c3C(=O)c4ccccc4c13,985,CHEMBL1957190,24764502
CHEMBL195771,CONC(=O)c1cc(Nc2ncnn3cc(c4ocnn4)c(C(C)C)c23)c(F)cc1F,986,CHEMBL195771,11464544
CHEMBL1958401,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3,987,CHEMBL1958401,136027062
CHEMBL195847,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)N(C)C)c(C(C)C)c23)c(F)cc1F,988,CHEMBL195847,9982235
CHEMBL195903,CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(F)(F)S(=O)(=O)C)c(C(C)C)c23)c(F)cc1F,989,CHEMBL195903,11432911
CHEMBL196,OC[C@H](O)[C@H]1OC(=O)C(=C1O)O,990,CHEMBL196,54670067
CHEMBL196363,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)c1,991,CHEMBL196363,6539985
CHEMBL1964288,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5cn(Cc6ccccc6)nn5)c4c3,992,CHEMBL1964288,25164271
CHEMBL1964290,Cc1cccc(c1C)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,993,CHEMBL1964290,24809769
CHEMBL1964307,Cc1cccc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,994,CHEMBL1964307,11164136
CHEMBL1964340,COCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,995,CHEMBL1964340,49830334
CHEMBL1964382,CC(C)(c1cc(Br)c(O)c(I)c1)c2cc(Br)c(O)c(I)c2,996,CHEMBL1964382,5181561
CHEMBL1964399,COc1ccc(Nc2nccc(NC3=C(NC(C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,997,CHEMBL1964399,49830730
CHEMBL1964413,FC(F)(F)c1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(c1)C(F)(F)F,998,CHEMBL1964413,25166868
CHEMBL1964441,CNCC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,999,CHEMBL1964441,11775063
CHEMBL1964444,Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,1000,CHEMBL1964444,49830685
CHEMBL1964644,[O-][N+](=O)c1cnc(NC(=O)NCc2ccccc2)s1,1001,CHEMBL1964644,10286133
CHEMBL1964687,Cc1cc(C)cc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,1002,CHEMBL1964687,49830368
CHEMBL1964692,Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,1003,CHEMBL1964692,11676233
CHEMBL1964718,CC1=CN2CC(=O)NN=C2C=C1,1004,CHEMBL1964718,49830996
CHEMBL1964777,NC(=O)c1cc2c(Oc3cccc(F)c3)cncc2s1,1005,CHEMBL1964777,18516271
CHEMBL1964804,CS(=O)(=O)NCCOc1cncc(c1)c2ccc3cnccc3c2,1006,CHEMBL1964804,49830439
CHEMBL1964902,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)O)c4,1007,CHEMBL1964902,49830659
CHEMBL1964937,OCC(NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,1008,CHEMBL1964937,49830283
CHEMBL1964948,CN(C)CCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1009,CHEMBL1964948,49830653
CHEMBL1965033,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)cc2,1010,CHEMBL1965033,49830426
CHEMBL1965131,Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,1011,CHEMBL1965131,49830595
CHEMBL1965169,Cc1ccc(cc1)c2cc3nc(Br)cnc3[nH]2,1012,CHEMBL1965169,49830903
CHEMBL1965170,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(O)CO)c5)cc1,1013,CHEMBL1965170,49830345
CHEMBL1965351,Cc1cccc(C=NNc2cc(nc(OCCc3ccccn3)n2)N4CCOCC4)c1,1014,CHEMBL1965351,49830988
CHEMBL1965387,Nc1n[nH]c2c(OCCCn3cccc3)ccc(c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)c12,1015,CHEMBL1965387,49830674
CHEMBL1965423,CC(C)Cn1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,1016,CHEMBL1965423,24952854
CHEMBL1965495,Cc1n[nH]c2ncc(C#N)c(c3ccccc3)c12,1017,CHEMBL1965495,49830938
CHEMBL1965507,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,1018,CHEMBL1965507,16122934
CHEMBL1965570,Nc1ncc(c2cocc2)c3scc(c4ccc(NC(=O)Nc5ccccc5F)cc4)c13,1019,CHEMBL1965570,18451197
CHEMBL1965589,Cc1nccn2c(c3ccnc(NCC4(O)CC4)n3)c(nc12)c5ccc(F)cc5F,1020,CHEMBL1965589,16050452
CHEMBL1965631,CN(C)CC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,1021,CHEMBL1965631,49830468
CHEMBL1965660,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3,1022,CHEMBL1965660,24809803
CHEMBL1965683,C1Cc2[nH]ncc2C1c3ccccc3,1023,CHEMBL1965683,49830976
CHEMBL1965702,CN(C)C1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,1024,CHEMBL1965702,49830300
CHEMBL1965836,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4cccc(OC(F)(F)F)c4)c3,1025,CHEMBL1965836,49830431
CHEMBL1965838,Cc1csc2nc(N)nn12,1026,CHEMBL1965838,733193
CHEMBL1965845,COc1cccc(c1)C(C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,1027,CHEMBL1965845,49830824
CHEMBL1965910,Nc1ncnc2c1c(cn2C3CCC(CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,1028,CHEMBL1965910,10073297
CHEMBL1965988,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN)c1,1029,CHEMBL1965988,18451149
CHEMBL1966035,CC(NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3,1030,CHEMBL1966035,49830741
CHEMBL1966040,FC(F)(F)c1cccc(CNc2cc(ncn2)c3c[nH]c4ncccc34)c1,1031,CHEMBL1966040,11537943
CHEMBL1966069,C(c1cn(nn1)c2ccc3[nH]ncc3c2)n4nnc5ccccc45,1032,CHEMBL1966069,44186884
CHEMBL1966087,C1CC(CN1)Oc2cncc(C=Cc3ccncc3)c2,1033,CHEMBL1966087,49830747
CHEMBL1966175,CC1CCN(CC1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,1034,CHEMBL1966175,49830716
CHEMBL1966204,Fc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,1035,CHEMBL1966204,49830472
CHEMBL1966279,NCCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,1036,CHEMBL1966279,49830819
CHEMBL1966343,CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2,1037,CHEMBL1966343,25165277
CHEMBL1966425,CN(C)CCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,1038,CHEMBL1966425,49830538
CHEMBL1966501,Cc1cc(OCc2cccc(c2)C(F)(F)F)ccc1CN3CC(C3)C(=O)O,1039,CHEMBL1966501,49830722
CHEMBL1966514,Nc1ncc(c2cocc2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,1040,CHEMBL1966514,18451199
CHEMBL1966524,NC(COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45,1041,CHEMBL1966524,22607792
CHEMBL1966628,NC1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,1042,CHEMBL1966628,44415997
CHEMBL1966703,Cc1n[nH]c2NC3=C(C(c4ccccc4F)c12)C(=O)CC(C)(C)C3,1043,CHEMBL1966703,3453573
CHEMBL1966722,OC(C(=O)NNC(=S)Nc1ccc(Cl)cc1)(c2ccccc2)c3ccccc3,1044,CHEMBL1966722,14983992
CHEMBL1966799,Nc1nnc2cccc(Cl)n12,1045,CHEMBL1966799,324449
CHEMBL1966808,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccncc5,1046,CHEMBL1966808,135515045
CHEMBL1966816,Fc1cccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12,1047,CHEMBL1966816,49830693
CHEMBL1966836,Cn1nc(N)c2c(ccnc12)c3ccc(NC(=O)Nc4ccc(F)c(c4)C(F)(F)F)cc3,1048,CHEMBL1966836,11719226
CHEMBL1966842,COc1ccc(CN(C)C)cc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)Cc6ccccc6)c5,1049,CHEMBL1966842,49830401
CHEMBL1967094,Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,1050,CHEMBL1967094,49830760
CHEMBL1967116,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C)c5)c1,1051,CHEMBL1967116,49830358
CHEMBL1967211,Fc1ccc(cn1)c2ccc3nccn3n2,1052,CHEMBL1967211,49830872
CHEMBL1967252,Cc1n[nH]c2ccc(cc12)c3cccnc3,1053,CHEMBL1967252,49830586
CHEMBL1967302,NC(COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,1054,CHEMBL1967302,22607499
CHEMBL1967336,Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1,1055,CHEMBL1967336,24859158
CHEMBL1967513,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3ccc(Cl)cc23)n1,1056,CHEMBL1967513,49830681
CHEMBL1967531,Nc1ncnc2scc(c3ccc(NC(=O)Nc4ccccc4)cc3)c12,1057,CHEMBL1967531,49830349
CHEMBL1967538,Cc1nn(C)c2sc3C(=O)NC=Nc3c12,1058,CHEMBL1967538,135993697
CHEMBL1967544,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(CCN)c3cncc(c3)c4ccc5cnccc5c4,1059,CHEMBL1967544,10391182
CHEMBL1967560,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1060,CHEMBL1967560,24765714
CHEMBL1967564,CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12,1061,CHEMBL1967564,49830927
CHEMBL1967612,Clc1ccc2c(c1)C(=O)NS2(=O)=O,1062,CHEMBL1967612,64790
CHEMBL1967662,CC(C)(CO)CCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,1063,CHEMBL1967662,49830336
CHEMBL1967704,Cc1n[nH]c2ccc(cc12)c3cncc(OCCNS(=O)(=O)C)c3,1064,CHEMBL1967704,49830446
CHEMBL1967719,Brc1ccc(C=CC(=O)Nc2cccc3cnccc23)cc1,1065,CHEMBL1967719,49830899
CHEMBL1967720,CC(C)(C(=O)N)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,1066,CHEMBL1967720,49830372
CHEMBL1967878,CN1CCN(CC1)c2ccc(Nc3ncc(F)c(NC4C5CC(C=C5)C4C(=O)N)n3)cc2C,1067,CHEMBL1967878,49830398
CHEMBL1967887,Cc1n[nH]c2ccc(cc12)c3cncc(OCCN)c3,1068,CHEMBL1967887,49830436
CHEMBL1967992,N#Cc1ccc(cc1NCc2ccccc2)c3ccncc3,1069,CHEMBL1967992,49830498
CHEMBL1967998,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2,1070,CHEMBL1967998,49830510
CHEMBL1968070,NC(=O)c1cccc2NC(=O)c3cc(Cl)nnc3Nc12,1071,CHEMBL1968070,15986273
CHEMBL1968127,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4,1072,CHEMBL1968127,11338778
CHEMBL1968130,Nc1nnc2cncc(Cl)n12,1073,CHEMBL1968130,49831040
CHEMBL1968151,O=C1Nc2sccc2c3nc(nn13)c4ccncc4,1074,CHEMBL1968151,136027069
CHEMBL1968245,NC(COc1cc(C=Cc2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,1075,CHEMBL1968245,49830600
CHEMBL1968380,CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1076,CHEMBL1968380,11577250
CHEMBL1968394,Cc1cccc(c1)c2ccc3CNC(=O)c3c2,1077,CHEMBL1968394,49830505
CHEMBL1968406,CCc1cccc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,1078,CHEMBL1968406,49830381
CHEMBL1968459,CCCCNc1cc(ncn1)c2c[nH]c3ncccc23,1079,CHEMBL1968459,49830321
CHEMBL1968515,O=C1CN2C(=NN1)COc3ccccc23,1080,CHEMBL1968515,3071991
CHEMBL1968590,CNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,1081,CHEMBL1968590,49830813
CHEMBL1968606,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2,1082,CHEMBL1968606,49830425
CHEMBL1968646,O=C1Oc2ccccc2c3[nH]c(nc13)c4ccccc4,1083,CHEMBL1968646,6612485
CHEMBL1968705,CCCC(=O)Nc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5cc(OCCN6CCCC6)ccc5n2,1084,CHEMBL1968705,25012088
CHEMBL1968791,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CC(CN6CCCC6)C5,1085,CHEMBL1968791,49830757
CHEMBL1968850,Clc1cc2C(=O)Nc3ccccc3Nc2nn1,1086,CHEMBL1968850,49830947
CHEMBL1968868,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C#N)ccnc2c1,1087,CHEMBL1968868,49830682
CHEMBL1968926,C(Sc1nc(n[nH]1)c2ccncc2)c3ccccc3,1088,CHEMBL1968926,884767
CHEMBL1968930,CC(C)(CN)CNc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,1089,CHEMBL1968930,49830303
CHEMBL1969042,Oc1ccc(Nc2[nH]nc(c3ccc(O)cc3)c2c4ccc(O)cc4)cc1,1090,CHEMBL1969042,135566832
CHEMBL1969049,COc1cccc(c1)C(C)NC(=O)c2ccc(c(C)c2)c3ccncc3,1091,CHEMBL1969049,49830485
CHEMBL1969102,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cn[nH]c5)c1,1092,CHEMBL1969102,18451073
CHEMBL1969126,CC(C)n1nnc2ccc(cc12)c3c(nc4occn34)c5ccc(F)cc5F,1093,CHEMBL1969126,49830800
CHEMBL1969151,CN(C)C1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,1094,CHEMBL1969151,49830280
CHEMBL1969156,Nc1nccc2cnc(c3ccccc3)n12,1095,CHEMBL1969156,49830907
CHEMBL1969190,COc1ccc(c2ccc(NC(=O)Nc3cc(F)cc(F)c3)cc2)c4c(N)noc14,1096,CHEMBL1969190,49830423
CHEMBL1969221,CN(C)c1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,1097,CHEMBL1969221,49830452
CHEMBL1969264,CC(C)(C)NC(=O)c1ccc2nc3[nH]c4ccccc4c3nc2c1,1098,CHEMBL1969264,49830994
CHEMBL1969301,CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,1099,CHEMBL1969301,49830806
CHEMBL1969372,COCCNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,1100,CHEMBL1969372,49830605
CHEMBL1969473,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2c5ccccc5,1101,CHEMBL1969473,25165084
CHEMBL1969483,CN(C)c1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1102,CHEMBL1969483,49830410
CHEMBL1969502,O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)C4CC4c5ccccc5,1103,CHEMBL1969502,135543617
CHEMBL1969506,CC(C)(C)OC(=O)n1ncc2cc(NC3=C(NCc4ccc(cc4)S(=O)(=O)N)C(=O)C3=O)ccc12,1104,CHEMBL1969506,49830885
CHEMBL1969523,CC(NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,1105,CHEMBL1969523,49830729
CHEMBL1969537,S=C1NN=C2N1C3=NNC(=S)N3c4sc5CCCc5c24,1106,CHEMBL1969537,1568886
CHEMBL1969561,CC(C)N(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,1107,CHEMBL1969561,49830461
CHEMBL1969588,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,1108,CHEMBL1969588,49830275
CHEMBL1969664,Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N,1109,CHEMBL1969664,135564570
CHEMBL1969735,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(Cl)nccn23)c4ccc(F)cc4,1110,CHEMBL1969735,49830614
CHEMBL1969755,OCC(Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,1111,CHEMBL1969755,49830502
CHEMBL1969843,C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3,1112,CHEMBL1969843,25164884
CHEMBL1969879,CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)CO,1113,CHEMBL1969879,22282869
CHEMBL1969920,CN(Cc1ccccc1)c2cc(cc(Cl)n2)c3c[nH]c4ncccc34,1114,CHEMBL1969920,49830313
CHEMBL1969942,Fc1cccc(NC(=O)Nc2ccc(cc2)c3ccc4cn[nH]c4c3)c1,1115,CHEMBL1969942,49830424
CHEMBL197,COc1ccc(CCN(C)CCC[C@@](C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1116,CHEMBL197,65808
CHEMBL1970006,CN(c1ccccc1CNc2nc(N)nc3[nH]ccc23)S(=O)(=O)C,1117,CHEMBL1970006,49830535
CHEMBL1970074,Cc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,1118,CHEMBL1970074,49830380
CHEMBL1970083,Nc1ncc(c2ccncc2)c3scc(c4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)c13,1119,CHEMBL1970083,11156716
CHEMBL1970104,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,1120,CHEMBL1970104,136027064
CHEMBL1970142,CNC(=O)C(C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,1121,CHEMBL1970142,49830353
CHEMBL1970189,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Cl)c12)N,1122,CHEMBL1970189,2813676
CHEMBL1970203,Cc1cc(C)cc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,1123,CHEMBL1970203,49830378
CHEMBL1970217,COc1cccc(c1)C(C)NC(=O)c2ccc(cc2)c3ccncc3C,1124,CHEMBL1970217,49830483
CHEMBL1970290,CCN(CC)CCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1125,CHEMBL1970290,46945066
CHEMBL1970314,NC(=O)c1cc(cc2cccnc12)c3cccc(N)c3,1126,CHEMBL1970314,49830959
CHEMBL1970317,Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,1127,CHEMBL1970317,49830359
CHEMBL1970340,Nc1noc2cccc(c3cccc(O)c3)c12,1128,CHEMBL1970340,49831015
CHEMBL1970352,CCOC(=O)c1c(C)n(c2ccc(I)cc2)c3c4ccccc4c(O)cc13,1129,CHEMBL1970352,3335325
CHEMBL1970369,NC(=O)C1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,1130,CHEMBL1970369,49830477
CHEMBL1970522,COc1cc(C=C2SC(=Nc3ccccc3)NC2=O)ccc1O,1131,CHEMBL1970522,135435475
CHEMBL1970709,Brc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1,1132,CHEMBL1970709,24768216
CHEMBL1970735,CCCOc1nc(NC(=O)C)cc(N)c1C#N,1133,CHEMBL1970735,49830860
CHEMBL1970806,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5cccnc5,1134,CHEMBL1970806,135654401
CHEMBL1970821,OCCCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,1135,CHEMBL1970821,49830332
CHEMBL1970873,Cc1ccc2Nc3ccccc3NC(=O)c2c1,1136,CHEMBL1970873,49830568
CHEMBL1970879,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4nn(C5CCC(CC5)N6CCN(CC6)C(=O)C)c7ncnc(N)c47,1137,CHEMBL1970879,9549184
CHEMBL1970903,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3,1138,CHEMBL1970903,20744821
CHEMBL1970913,CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12,1139,CHEMBL1970913,49830928
CHEMBL1970950,OC(=O)c1ccccc1Nc2ccnc(NCc3cccc(O)c3)n2,1140,CHEMBL1970950,49830523
CHEMBL1971017,NC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,1141,CHEMBL1971017,49830789
CHEMBL1971021,Cc1cc(C)cc(NC(=O)Nc2ccc(c3cccc4C(=O)NCc34)c(c2)C(F)(F)F)c1,1142,CHEMBL1971021,11189864
CHEMBL1971029,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(ccc3OC)N4CCN(CC4)C(=O)C)ncc2Br,1143,CHEMBL1971029,49830511
CHEMBL1971132,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2)C1,1144,CHEMBL1971132,49830725
CHEMBL1971141,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc(c3)C(=O)N)c1,1145,CHEMBL1971141,49830387
CHEMBL1971149,Cc1nccn2c(c3ccnc(NCC(C)(C)C(=O)O)n3)c(nc12)c4ccc(F)cc4F,1146,CHEMBL1971149,49830616
CHEMBL1971172,CC(C)(CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23)CNS(=O)(=O)C,1147,CHEMBL1971172,49830296
CHEMBL1971186,Fc1ccc(cc1)c2nc3occn3c2c4ccnc(NC5CCNCC5)n4,1148,CHEMBL1971186,11417587
CHEMBL1971223,CC(C)C(CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C,1149,CHEMBL1971223,49830646
CHEMBL1971227,ON(C=O)C(CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(F)(F)F)c3ccc(O)cc3,1150,CHEMBL1971227,21700057
CHEMBL1971245,CN1CCN(CC1)c2cccc(Nc3nccc(n3)c4c(nc5ccccn45)C(=O)N)c2,1151,CHEMBL1971245,49830408
CHEMBL1971289,CCOc1ccc(C=C2SC(=N)NC2=O)c(O)c1,1152,CHEMBL1971289,4589745
CHEMBL1971430,CN1C(=NC(=C(C1=O)c2cccc(C)c2)c3ccncc3)NCC(N)Cc4ccccc4,1153,CHEMBL1971430,18767859
CHEMBL1971485,CN(C)c1c(NC(=O)Cc2ccccc2)cccc1c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,1154,CHEMBL1971485,49830416
CHEMBL1971519,Nc1n[nH]c2cccc(c3ccc(F)cc3)c12,1155,CHEMBL1971519,49830782
CHEMBL1971534,NC(=O)c1cc2ccncc2s1,1156,CHEMBL1971534,20244403
