sid,smiles,index,Sid,CID
103904424,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4,221,103904424,11338778
103904425,C[C@@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,222,103904425,49830403
103904426,Clc1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,223,103904426,49830409
103904427,CN(C)c1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,224,103904427,49830410
103904428,Cc1ccccc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)c6ccccc6)c5,225,103904428,49830411
103904429,Cc1ccccc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)Cc6ccccc6)c5,226,103904429,49830412
103904430,CCOc1ccc(cc1NC(=O)Cc2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,227,103904430,49830413
103904431,COc1ccc(CN(C)C)cc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)c6c(F)cccc6F)c5,228,103904431,49830414
103904432,Clc1ccccc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)Cc6ccccc6)c5,229,103904432,49830415
103904433,CN(C)c1c(NC(=O)Cc2ccccc2)cccc1c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,230,103904433,49830416
103904434,CN(C)c1ccc(cc1NC(=O)c2ccccc2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,231,103904434,49830417
103904435,Clc1ccccc1Nc2nccc(n2)c3c(nc4sccn34)c5cccc(NC(=O)c6ccccc6)c5,232,103904435,49830418
103904436,CCOc1ccc(cc1)c2nc3ccccn3c2c4ccnc(Nc5cccc(CCN(C)C)c5)n4,233,103904436,49830419
103904438,CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,234,103904438,10320107
103904439,CN(C)CCNC(=O)c1ccc(cc1)c2ccnc(Nc3cccc(F)c3)n2,235,103904439,49830420
103904440,COc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6ccc(cc6)N7CCOCC7)n5,236,103904440,49830421
103904441,Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,237,103904441,136027060
103904442,Brc1ccc2NNC(=O)c2c1,238,103904442,21609265
103904443,COc1ccc(c2ccc(NC(=O)Nc3cc(F)cc(F)c3)cc2)c4c(N)noc14,239,103904443,49830423
103904444,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,240,103904444,216239
103904445,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,241,103904445,11428396
103904446,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(Cl)c4)c(F)c3)c12,242,103904446,11383888
103904448,Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c2ccccc2)c3ccccc3,243,103904448,2797247
103904449,OC(C(=O)NNC(=S)Nc1ccc(F)cc1)(c2ccccc2)c3ccccc3,244,103904449,2797246
103904450,OC(C(=O)NNC(=S)Nc1ccc(Cl)cc1)(c2ccccc2)c3ccccc3,245,103904450,14983992
103904451,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,246,103904451,44520205
103904452,NC1=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,247,103904452,3810484
103904453,Oc1ccc(Cl)cc1NC(=O)Nc2cccc(c2)C(F)(F)F,248,103904453,133058
103904454,O=C(Nc1ccccc1)Nc2nccs2,249,103904454,283977
103904455,Fc1cccc(NC(=O)Nc2ccc(cc2)c3ccc4cn[nH]c4c3)c1,250,103904455,49830424
103904456,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2,251,103904456,49830425
103904457,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)cc2,252,103904457,49830426
103904458,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)C3=NNC(=O)C=C3)c1,253,103904458,49830427
103904459,Fc1cccc(NC(=O)Nc2cccc(c2)c3ccc4cn[nH]c4c3)c1,254,103904459,49830428
103904460,ClC1=C(Nc2ccccc2)C(=O)NC1=O,255,103904460,12553292
103904461,CCCCNC1=NS(=O)N=C1Nc2ccc(F)cc2,256,103904461,49830429
103904462,N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,257,103904462,49830430
103904463,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,258,103904463,49830431
103904464,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,259,103904464,49830432
103904465,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3I,260,103904465,49830433
103904466,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,261,103904466,49830434
103904467,N[C@H](COc1cncc(c1)c2ccc(F)cc2)Cc3c[nH]c4ccccc34,262,103904467,49830435
103904468,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,263,103904468,20744853
103904469,Cc1n[nH]c2ccc(cc12)c3cncc(OCCN)c3,264,103904469,49830436
103904470,Cc1n[nH]c2ccc(cc12)c3cncc(OCC(CN)Cc4ccccc4)c3,265,103904470,22607336
103904471,Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,266,103904471,25164469
103904472,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,267,103904472,49830437
103904473,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,268,103904473,49830438
103904474,CN(C)CC(=O)N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,269,103904474,22607531
103904475,CS(=O)(=O)NCCOc1cncc(c1)c2ccc3cnccc3c2,270,103904475,49830439
103904476,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,271,103904476,49830440
103904477,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,272,103904477,22607499
103904478,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,273,103904478,22607266
103904479,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,274,103904479,20744829
103904480,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,275,103904480,49830441
103904482,CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2,276,103904482,25165277
103904483,Cc1c(nnn1Cc2ccccc2)c3ccc4[nH]nc(N)c4c3,277,103904483,49830442
103904484,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,278,103904484,20744821
103904485,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,279,103904485,49830443
103904486,N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,280,103904486,22607455
103904487,CS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,281,103904487,49830444
103904489,CCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,282,103904489,49830445
103904490,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3C5CC5,283,103904490,25165086
103904491,Nc1n[nH]c2ccc(cc12)c3onc(Cc4ccccc4)c3,284,103904491,25165278
103904492,Cc1n[nH]c2ccc(cc12)c3cncc(OCCNS(=O)(=O)C)c3,285,103904492,49830446
103904493,CN(C)c1cc(cc2[nH]nc(N)c12)c3ccncc3,286,103904493,49830447
103904494,CCCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3,287,103904494,49830448
103904495,CN(C)CCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3,288,103904495,49830449
103904496,CC(C)(C)Oc1cc(cc2[nH]nc(N)c12)c3ccncc3,289,103904496,49830450
103904497,CNCCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2,290,103904497,22607785
103904498,CN(CCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2)S(=O)(=O)C,291,103904498,49830451
103904499,CN(C)c1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4,292,103904499,49830452
103904500,CC(C)(C)CCOc1cc(cc2[nH]nc(N)c12)c3ccc(cc3)C(=O)N,293,103904500,49830453
103904501,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,294,103904501,49830454
103904502,CCCCOc1ncnc2[nH]cc(c3ccccc3)c12,295,103904502,49830455
103904503,C1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23,296,103904503,22484544
103904504,CSc1c[nH]c2ncnc(NCCCO)c12,297,103904504,49830456
103904505,COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,298,103904505,49830457
103904506,OCc1cc(on1)c2ccc3[nH]ncc3c2,299,103904506,25165082
103904507,Fc1ccc(F)c(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,300,103904507,49830458
103904508,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3,301,103904508,25165861
103904509,C1CCC(CC1)Nc2c(nc3ncccn23)c4ccc5[nH]ncc5c4,302,103904509,25167072
103904510,CC(C)Nc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,303,103904510,25167074
103904511,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5,304,103904511,25164676
103904512,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2C5CC5,305,103904512,25164882
103904513,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,306,103904513,49830459
103904514,Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,307,103904514,49830460
103904515,CC(C)N(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,308,103904515,49830461
103904516,COCCN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,309,103904516,49830462
103904517,C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3,310,103904517,25164884
103904518,CN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,311,103904518,49830463
103904519,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,312,103904519,25164472
103904520,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3,313,103904520,25167075
103904521,Cc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,314,103904521,49830464
103904522,COc1cc(OC)cc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,315,103904522,49830465
103904523,COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,316,103904523,49830466
103904524,O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,317,103904524,49830467
103904525,C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3,318,103904525,25164675
103904526,C(c1ccccc1)c2cn(nn2)c3ccc4[nH]ncc4c3,319,103904526,25165085
103904527,O=C1NC(=CC(=N1)c2ccc3[nH]ncc3c2)c4ccccc4,320,103904527,16661285
103904528,c1cnc2nc(cn2c1)c3ccc4[nH]ncc4c3,321,103904528,25167280
103904529,CN(C)CC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3,322,103904529,49830468
103904530,Cc1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(C)c1,323,103904530,25166655
103904531,C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,324,103904531,25165081
103904532,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(C)c5c4,325,103904532,49830469
103904533,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccc(cc5)C#N,326,103904533,49830470
103904534,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5cccc(c5)C#N,327,103904534,49830471
103904535,Fc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,328,103904535,49830472
103904536,CCCCNc1c(nc2ncccn12)c3ccc4[nH]ncc4c3,329,103904536,25167277
103904537,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5ccccc5)c4c3,330,103904537,25164272
103904538,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2c5ccccc5,331,103904538,25165084
103904539,COc1ccccc1C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,332,103904539,49830473
103904540,Clc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,333,103904540,49830474
103904541,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5cn(Cc6ccccc6)nn5)c4c3,334,103904541,25164271
103904542,Clc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,335,103904542,49830475
103904543,CCCc1cc(on1)c2ccc3[nH]ncc3c2,336,103904543,25164677
103904544,CN(C)c1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,337,103904544,49830476
103904545,C(Nc1nc(cs1)c2ccc3[nH]ncc3c2)c4ccccc4,338,103904545,25167078
103904546,FC(F)(F)c1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(c1)C(F)(F)F,339,103904546,25166868
103904547,CN1CCC(CC1)C(=O)n2nc(N)c3cc(ccc23)c4cn(Cc5ccccc5)nn4,340,103904547,25164470
103904548,NC(=O)C1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,341,103904548,49830477
103904549,O=C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3,342,103904549,25164885
103904550,Fc1ccc(cc1)c2ncn(CCN3CCOCC3)c2c4ccc5[nH]ncc5c4,343,103904550,25165481
103904551,CN(C)CC(=O)Nc1n[nH]c2cc(ccc12)c3cn(Cc4ccccc4)nn3,344,103904551,49830478
103904552,OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,345,103904552,49830479
103904553,OCC(NC(=O)c1ccc(cc1)c2ccncc2)c3cc(Cl)cc(Cl)c3,346,103904553,49830480
103904554,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,347,103904554,49830481
103904555,NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,348,103904555,49830481
103904556,COc1cccc(c1)C(CN)NC(=O)c2ccc(cc2)c3ccncc3,349,103904556,49830482
103904557,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3C,350,103904557,49830483
103904558,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(c(F)c2)c3ccncc3,351,103904558,49830484
103904559,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3,352,103904559,49830485
103904560,OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,353,103904560,49830486
103904561,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,354,103904561,49830487
103904562,C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,355,103904562,49830488
103904563,O=C(NCc1ccccc1)c2ccc(cc2)c3ccncc3,356,103904563,11196984
103904564,C(Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,357,103904564,44237411
103904565,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,358,103904565,49830489
103904566,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,359,103904566,49830490
103904567,O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4c3,360,103904567,49830491
103904568,Clc1ccc(cc1)c2ccc3CNC(=O)c3c2,361,103904568,49830492
103904569,NC(=O)c1ccc(cc1N2CCCC2)c3ccncc3,362,103904569,49830493
103904570,O=C1Nc2ccccc2Nc3cc(ccc13)c4ccncc4,363,103904570,49830494
103904571,NC(=O)c1ccc(cc1NCc2ccccc2)c3ccncc3,364,103904571,49830495
103904572,NC(=O)c1ccc(cc1NCc2cccc(F)c2)c3ccncc3,365,103904572,49830496
103904573,O=C(NCc1ccccc1)C2=CNN3C(=O)C=C(N=C23)c4ccncc4,366,103904573,16734329
103904574,OCC(Cc1ccc(Cl)cc1)NC(=O)c2ccc(cc2)c3ccncc3,367,103904574,49830497
103904575,N#Cc1ccc(cc1NCc2ccccc2)c3ccncc3,368,103904575,49830498
103904576,O=C1NCc2c1cccc2c3cccs3,369,103904576,49830499
103904577,Brc1cccc2C(=O)NCc12,370,103904577,21907509
103904578,OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,371,103904578,49830500
103904579,Cc1cc(ccc1F)c2ccc3C(=O)NCc3c2,372,103904579,49830501
103904580,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,373,103904580,49830502
103904581,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,374,103904581,49830503
103904582,COc1cccc(CNC(=O)c2ccc(cc2)c3ccncc3)c1,375,103904582,11537005
103904583,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F,376,103904583,49830504
103904584,Cc1cccc(c1)c2ccc3CNC(=O)c3c2,377,103904584,49830505
103904585,O=C1NCc2ccc(cc12)c3ccccc3,378,103904585,19078761
103904586,COc1cccc(CNC(=O)c2cnc(nc2)c3ccncc3)c1,379,103904586,49830506
103904587,Brc1ccc(CNC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1,380,103904587,49830507
103904588,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(cc2)c3ccncc3,381,103904588,49830489
103904590,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2,382,103904590,23647262
103904591,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl,383,103904591,49830508
103904592,NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1,384,103904592,15605335
103904593,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4[nH]ncc4c3)n2,385,103904593,23647265
103904594,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2,386,103904594,23647251
103904595,COc1cc(Nc2ncc(c(Nc3ccccc3C(=O)N)n2)[N+](=O)[O-])cc(OC)c1OC,387,103904595,9891182
103904596,Cc1cnc(Nc2cccc(c2)S(=O)(=O)N)nc1Nc3ccc(OCC(=O)N)cc3,388,103904596,49830509
103904597,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,389,103904597,11712649
103904598,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,390,103904598,16038120
103904599,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2,391,103904599,49830510
103904600,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,392,103904600,11213558
103904601,CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,393,103904601,9934347
103904602,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(ccc3OC)N4CCN(CC4)C(=O)C)ncc2Br,394,103904602,49830511
103904603,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1,395,103904603,49830512
103904604,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2,396,103904604,23647264
103904605,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(=O)N)n2)cn1,397,103904605,49830513
103904606,COc1ccccc1Nc2nc(Nc3cnn(C)c3)ncc2Br,398,103904606,49830514
103904607,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cn1,399,103904607,49830515
103904608,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3)n2)cn1,400,103904608,49830516
103904609,Cn1cc(Nc2ncc(Br)c(Nc3cccc(c3)C(=O)N)n2)cn1,401,103904609,49830517
103904610,Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3,402,103904610,667926
103904611,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,403,103904611,948954
103904612,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)N)n2)cn1,404,103904612,49830518
103904613,NC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2C(F)(F)F,405,103904613,49830519
103904614,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2,406,103904614,23647255
103904615,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc(F)cc3)n2,407,103904615,49830520
103904616,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc4cn[nH]c4c3)n2,408,103904616,49830521
103904617,OC(=O)c1ccccc1Nc2ncnc(Nc3cccc(F)c3)n2,409,103904617,49830522
103904618,Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F,410,103904618,23647258
103904619,OC(=O)c1ccccc1Nc2ccnc(NCc3cccc(O)c3)n2,411,103904619,49830523
103904620,Nc1csc(Nc2ccccc2)n1,412,103904620,49830524
103904621,NC1CCCCC1Nc2nccc(Nc3ccccc3C(=O)O)n2,413,103904621,49830525
103904622,COc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1O,414,103904622,49830526
103904623,OC(=O)c1ccccc1Nc2nc(Nc3cccc(O)c3)ncc2F,415,103904623,23647270
103904624,Cc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,416,103904624,23647257
103904626,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3Cl)n2)cn1,417,103904626,49830528
103904627,OC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2F,418,103904627,23647269
103904629,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc(O)c(NC(=O)C)c4)n3)cc2,419,103904629,49830530
103904633,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(O)cc3)n2,420,103904633,23647252
103904634,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1,421,103904634,448014
103904635,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,422,103904635,864492
103904636,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,423,103904636,16129448
103904637,COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4cccc(F)c4C(=O)N)c5cc[nH]c5n3,424,103904637,25211575
103904638,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,425,103904638,11577250
103904639,CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1,426,103904639,49830532
103904640,CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1,427,103904640,49830533
103904641,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCCCC5)ncc3N(C)C1=O,428,103904641,49830534
103904642,CN(c1ccccc1CNc2nc(N)nc3[nH]ccc23)S(=O)(=O)C,429,103904642,49830535
103904643,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,430,103904643,24765714
103904644,COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23,431,103904644,49830536
103904645,NC(=O)c1cc2c(cnc(N)c2s1)c3ccc(Nc4oc5ccccc5n4)cc3,432,103904645,11560418
103904646,COc1cccc(Nc2ncnc3ccccc23)c1,433,103904646,712193
103904647,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5cc(Cl)ccc5n4)cc3,434,103904647,49830537
103904648,CN(C)CCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,435,103904648,49830538
103904649,CCN1C(=O)SC(=C1C)c2ccnc(Nc3cccc(OC)c3)n2,436,103904649,11210054
103904650,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,437,103904650,49830539
103904651,O=C1NCc2c1cccc2c3ccc(Nc4oc5ccccc5n4)cc3,438,103904651,49830540
103904652,C(Oc1ccc(Nc2ncnc3ccccc23)cc1)c4ccccc4,439,103904652,5209964
103904653,COc1cc(Nc2ncc(c(N)n2)C(F)(F)F)cc(OC)c1OC,440,103904653,49830541
103904654,COc1cc(Nc2ncc(c(OC)n2)C(F)(F)F)cc(OC)c1OC,441,103904654,49830542
103904655,COc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)cc1,442,103904655,49830543
103904656,NC(=O)c1cccc2cn[nH]c12,443,103904656,44586040
103904657,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c3ccc(Cl)c(Cl)c3,444,103904657,23570850
103904658,CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1,445,103904658,49830544
103904659,Clc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1Cl,446,103904659,49830545
103904660,CN(C1=C(NCc2ccc(Cl)cc2Cl)C(=O)C1=O)c3ccc4[nH]ncc4c3,447,103904660,49830546
103904661,Clc1ccccc1CC(=O)Nc2ccc3cn[nH]c3c2,448,103904661,36559462
103904662,Clc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c(Cl)c1,449,103904662,49830547
103904663,Fc1cccc(c1)C(=O)Nc2ccc3[nH]ncc3c2,450,103904663,6466450
103904664,Clc1ccc(cc1)C(=O)Nc2ccc3[nH]ncc3c2,451,103904664,17163635
103904665,Clc1ccc(cc1)C(=O)Nc2ccc3cn[nH]c3c2,452,103904665,2305717
103904666,Brc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1,453,103904666,24768216
103904671,COc1cccc(NC(=O)N2CCC(CC2)c3nc4c(cccc4[nH]3)C(=O)N)c1,454,103904671,49830551
103904672,COc1ccc(OC)c(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1,455,103904672,45908781
103904673,COc1cccc2NC(=O)c3ccc(Nc4ccncc4)cc3Nc12,456,103904673,49830552
103904674,COc1ccccc1NC(=O)c2cnn3c(ccnc23)c4ccccc4,457,103904674,49830553
103904675,COc1cccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1,458,103904675,46435372
